"seqnames","start","end","width","strand","gene","log2FoldChange_ATAC","FDR_ATAC","pvalue","peak_type","distanceToTSS","annotation","Conc","Conc_WT","Conc_KO"
"chr6",83136413,83136813,401,"*","1700003E16Rik",0.00232006773372673,0.999941882055106,0.995307068393732,"Gain",3027,"Intron (NM_027948/71837, intron 1 of 3)",4.70546688053674,4.56643809962362,4.83226757960847
"chr2",154381658,154382058,401,"*","1700003F12Rik",0.341476662142266,0.996794395859232,0.486260958660588,"Gain",-8766,"Distal Intergenic",3.86213457048423,3.52638419824304,4.13431079991866
"chr7",115665839,115666239,401,"*","1700003G18Rik",0.738044077540485,0.967629840700722,0.107176719725897,"Gain",26145,"Distal Intergenic",4.17535995926469,3.58576750484855,4.59270687529991
"chr3",124326747,124327147,401,"*","1700003H04Rik",0.224057178667173,0.996794395859232,0.608843675922912,"Gain",47593,"Distal Intergenic",4.26988657643372,4.00476533178756,4.49376775097057
"chr1",56115935,56116335,401,"*","1700003I22Rik",-0.0346728263318872,0.999511467435947,0.921467482725354,"Loss",57798,"Distal Intergenic",5.47557277087762,5.35671260328443,5.58538134601755
"chr16",12691431,12691831,401,"*","1700003L19Rik",0.875236686760929,0.939372536259019,0.0823777686025613,"Gain",62177,"Distal Intergenic",3.85515868792829,3.17056472965529,4.31754515719183
"chr4",129853586,129853986,401,"*","1700003M07Rik",-0.564112916937006,0.993412211891505,0.213030693017181,"Loss",-181,"Promoter (<=1kb)",4.10830661484552,4.25263332431722,3.94792000924969
"chr13",118675288,118675688,401,"*","1700003P14Rik",-0.433868377281655,0.993588564713271,0.300279591433775,"Loss",-17016,"Distal Intergenic",4.44658508054182,4.53043565598554,4.35755867331635
"chr3",124267930,124268330,401,"*","1700006A11Rik",0.10042897525779,0.99938667979736,0.830240095342343,"Gain",-48242,"Distal Intergenic",3.99429217027484,3.80046900232536,4.16513279930954
"chr14",119998816,119999216,401,"*","1700006F04Rik",0.560236560081475,0.993412211891505,0.248118770533469,"Gain",12177,"Intron (NM_015820/50787, intron 1 of 1)",3.92622479478913,3.45331921243396,4.28179138108591
"chr13",107828720,107829120,401,"*","1700006H21Rik",0.0168163103124355,0.999511467435947,0.961228330415845,"Gain",4788,"Downstream (<=300bp)",5.60569787926563,5.45874748641269,5.73905417237666
"chr3",58030105,58030505,401,"*","1700007F19Rik",0.561716492293525,0.964720816469272,0.102835828988628,"Gain",40723,"Distal Intergenic",5.72042275758431,5.2487343943519,6.07530344475442
"chr11",59630803,59631203,401,"*","1700007J10Rik",-0.0390343812214379,0.999511467435947,0.927016356881704,"Loss",0,"Promoter (<=1kb)",4.36785838096518,4.25143992722393,4.47557987040457
"chr16",33201023,33201423,401,"*","1700007L15Rik",-0.0749188451672715,0.99938667979736,0.804362439039288,"Loss",0,"Promoter (<=1kb)",6.78457727160258,6.68727140406097,6.87573276463886
"chr17",49478484,49478884,401,"*","1700008K24Rik",1.07328623344859,0.732210539892744,0.0106000874123081,"Gain",-57923,"Distal Intergenic",4.67916144802223,3.8569778537612,5.19962367487035
"chr7",44023541,44023941,401,"*","1700008O03Rik",0.0440424648196378,0.999511467435947,0.87935586615506,"Gain",513,"Promoter (<=1kb)",7.17725376727991,7.0153028298343,7.3228457232763
"chr3",6180998,6181398,401,"*","1700008P02Rik",0.510058109687467,0.993412211891505,0.216098106362066,"Gain",504105,"Distal Intergenic",4.61072460083223,4.17101040323606,4.94725862243581
"chr10",77726829,77727229,401,"*","1700009J07Rik",-0.26528796022237,0.996794395859232,0.408163380140988,"Loss",-2025,"Promoter (2-3kb)",6.17883177843164,6.17997596071233,6.17768668799489
"chr4",39473300,39473700,401,"*","1700009N14Rik",-0.578523314066766,0.99184698078204,0.166488643390126,"Loss",23007,"Distal Intergenic",4.45849894498166,4.60894251062393,4.29052098559137
"chr3",7854298,7854698,401,"*","1700010I02Rik",1.05597283462906,0.88436249064756,0.0410740015024479,"Gain",165249,"Distal Intergenic",3.80932934973466,2.99620965153358,4.32620199861621
"chr17",9206942,9207342,401,"*","1700010I14Rik",0.313481851780032,0.996794395859232,0.349990505476718,"Gain",0,"Promoter (<=1kb)",5.85653980169582,5.53900543243113,6.11663760552535
"chr13",35363925,35364325,401,"*","1700011B04Rik",-0.444259642384049,0.993412211891505,0.215784668440471,"Loss",-1281,"Promoter (1-2kb)",5.32686336921831,5.41506525310008,5.23291592525414
"chr8",79952202,79952602,401,"*","1700011L22Rik",-0.0163147062861615,0.999511467435947,0.958720390706763,"Loss",22610,"Intron (NM_026315/67687, intron 2 of 5)",6.38523401384827,6.25638240449746,6.5035151196565
"chr6",32005169,32005569,401,"*","1700012A03Rik",0.122141288909381,0.99693667507943,0.741484813616194,"Gain",-21654,"Distal Intergenic",5.16161798451028,4.95572956550836,5.34175996684669
"chr9",14676077,14676477,401,"*","1700012B09Rik",0.212561528127358,0.996794395859232,0.617534856809165,"Gain",5849,"Intron (NM_029306/69325, intron 2 of 3)",4.39294888161794,4.13462995669851,4.61196364094384
"chr6",30459892,30460292,401,"*","1700012C14Rik",0.255728783770418,0.996794395859232,0.467936831469865,"Gain",-692,"Promoter (<=1kb)",5.48888194310695,5.2056340557033,5.72554111531931
"chr10",127503593,127503993,401,"*","1700012D01Rik",0.314448888510902,0.993588564713271,0.307098063698706,"Gain",601,"Promoter (<=1kb)",6.66683217477041,6.3488893787337,6.9272035854309
"chr3",153003843,153004243,401,"*","1700012D16Rik",0.515943086887456,0.993588564713271,0.273924773483128,"Gain",43,"Promoter (<=1kb)",4.02868841420733,3.58441883809233,4.36787560897268
"chr11",112878717,112879117,401,"*","1700012H19Rik",1.48110898755513,0.655674789102479,0.00697651528633048,"Gain",-162763,"Distal Intergenic",3.72174316007871,2.58693649048902,4.34898022992911
"chr15",67193286,67193686,401,"*","1700012I11Rik",0.389333000848414,0.993588564713271,0.28593456341623,"Gain",94668,"Intron (NR_045140/69334, intron 5 of 8)",5.29152379052108,4.92775085852788,5.58179533754336
"chr6",7752859,7753259,401,"*","1700012J15Rik",0.224621183171158,0.996794395859232,0.636688890851291,"Gain",-13090,"Distal Intergenic",3.96423135576499,3.69864864395898,4.18844124374903
"chr6",124335883,124336283,401,"*","1700013D24Rik",0.202764646745398,0.996794395859232,0.572265151922307,"Gain",-1880,"Promoter (1-2kb)",5.3600022813412,5.10778074279795,5.57462130583188
"chrX",52754719,52755119,401,"*","1700013H16Rik",0.335920906914987,0.996794395859232,0.398503389003463,"Gain",4679,"Intron (NM_001200013/75514, intron 1 of 8)",4.78990996096105,4.45840301442436,5.0592951164217
"chr5",112301616,112302016,401,"*","1700016B01Rik",-0.0460178311737914,0.999511467435947,0.901609700100073,"Loss",-2077,"Promoter (2-3kb)",5.11920424087412,5.00646694755952,5.22376678965724
"chr13",5895586,5895986,401,"*","1700016G22Rik",-0.480320723555381,0.956680749168821,0.0958638309396579,"Loss",12105,"Distal Intergenic",7.22348011078551,7.32802646635903,7.11076164275059
"chr5",103803146,103803546,401,"*","1700016H13Rik",0.384805726031654,0.993412211891505,0.265310858763164,"Gain",44,"Promoter (<=1kb)",5.66858330341422,5.30775352939654,5.95698135952895
"chr17",67106248,67106648,401,"*","1700016K05Rik",-1.45267349500009,0.953204519907179,0.0913532948705151,"Loss",84797,"Intron (NM_008984/19274, intron 17 of 30)",2.32310415286134,2.8108522041703,1.58070780078444
"chr1",80429638,80430038,401,"*","1700016L21Rik",0.058663085373617,0.999511467435947,0.862191903824063,"Gain",5989,"Intron (NR_040460/72208, intron 2 of 2)",5.77395237268136,5.60384548835617,5.92610095592473
"chr9",57169481,57169881,401,"*","1700017B05Rik",0.238848543136186,0.996794395859232,0.429804474029816,"Gain",1,"Promoter (<=1kb)",6.81897708891874,6.54591298943382,7.04849112599368
"chr2",168822832,168823232,401,"*","1700017J07Rik",0.217840548943106,0.996794395859232,0.532850873285782,"Gain",2643,"Promoter (2-3kb)",5.54005390907852,5.27908111720201,5.76097194322355
"chr5",77616281,77616681,401,"*","1700017L05Rik",-0.0654802035616354,0.999511467435947,0.855419612709476,"Loss",2946,"Promoter (2-3kb)",5.32228909259622,5.22002918946907,5.41777798535433
"chr10",100465583,100465983,401,"*","1700017N19Rik",0.330587836234603,0.996794395859232,0.417333650542839,"Gain",37335,"Distal Intergenic",4.65030070133007,4.32192189317803,4.91761961428808
"chr8",122109512,122109912,401,"*","1700018B08Rik",0.921281348335905,0.925542288560278,0.0660811881895517,"Gain",158781,"Distal Intergenic",3.88436148669364,3.16770778845387,4.36099490276477
"chr19",29001645,29002045,401,"*","1700018L02Rik",1.0145704066406,0.933498798302631,0.075773089564912,"Gain",-22838,"Intron (NM_001302380/67072, intron 6 of 6)",3.49286978808104,2.70770554306673,3.99847022912733
"chr13",35393541,35393941,401,"*","1700019C18Rik",0.0679662272002508,0.999511467435947,0.840764847567085,"Gain",2090,"Promoter (2-3kb)",5.76459825710113,5.58929965657528,5.92088586535919
"chr1",53002305,53002705,401,"*","1700019D03Rik",-0.258070202199263,0.996794395859232,0.524696033883532,"Loss",0,"Promoter (<=1kb)",4.61315909276562,4.61112579611941,4.61518952776938
"chr2",45582822,45583222,401,"*","1700019E08Rik",0.482011319893026,0.993412211891505,0.240484235630842,"Gain",-3395,"Distal Intergenic",4.62708252858745,4.20515241280248,4.95313044208374
"chr5",74102831,74103231,401,"*","1700019F05Rik",0.431659632248287,0.996794395859232,0.342246852230172,"Gain",32599,"Distal Intergenic",4.14478283768726,3.75380086626357,4.45208270197535
"chr6",6005673,6006073,401,"*","1700019G24Rik",0.172034074353882,0.996794395859232,0.667020457213487,"Gain",-28280,"Intron (NM_001191023/13426, intron 13 of 15)",4.72714288569758,4.49255068143065,4.92887057276214
"chr9",13999115,13999515,401,"*","1700019J19Rik",0.703418224634459,0.930618534539625,0.0724029945677873,"Gain",-1858,"Promoter (1-2kb)",4.96424922434897,4.39929756612561,5.36917624579828
"chr12",96229046,96229446,401,"*","1700019M22Rik",0.953737289777941,0.77269685628196,0.0171127656392556,"Gain",-215050,"Distal Intergenic",4.91105799496391,4.17464998072853,5.39624579332262
"chr1",138839945,138840345,401,"*","1700019P21Rik",-0.178836368629043,0.996794395859232,0.691200831765914,"Loss",-35257,"Distal Intergenic",4.12584978209222,4.08357549412795,4.16692051919118
"chr10",110726751,110727151,401,"*","1700020G17Rik",0.721876339011844,0.92130254115306,0.0631812659206021,"Gain",5217,"Intron (NR_045979/75630, intron 2 of 2)",5.00410742210854,4.4269165040807,5.41524337431867
"chr11",83331166,83331566,401,"*","1700020L24Rik",0.221165129521887,0.996794395859232,0.457331435041375,"Gain",2646,"Promoter (2-3kb)",6.97557338276642,6.71287494786587,7.19772577695375
"chr9",120744123,120744523,401,"*","1700020M21Rik",0.758412889686066,0.921753456098747,0.0633775791963396,"Gain",0,"Promoter (<=1kb)",4.73187374836972,4.12973583963397,5.15542287727606
"chr10",21480872,21481272,401,"*","1700020N01Rik",0.440446025022836,0.993412211891505,0.175859468714742,"Gain",11828,"Intron (NR_027968/67692, intron 2 of 2)",6.13427121048748,5.73931338404898,6.44401597098369
"chr1",91333128,91333528,401,"*","1700020N18Rik",0.112808319546471,0.998167634057098,0.775543570161,"Gain",223,"Promoter (<=1kb)",4.78141938867349,4.580773659773,4.95753658820563
"chr5",24857056,24857456,401,"*","1700022A21Rik",0.368000905530593,0.996794395859232,0.398593658324357,"Gain",6605,"Distal Intergenic",4.3021905592936,3.95074436835802,4.58457341846687
"chr16",59280997,59281397,401,"*","1700022E09Rik",0.0930872441544173,0.998167634057098,0.788572539295038,"Gain",8204,"Intron (NM_001081190/328699, intron 8 of 8)",5.58351324769224,5.39412039917131,5.75090365897632
"chr12",9619949,9620349,401,"*","1700022H16Rik",-0.26661545846777,0.996794395859232,0.553568629199679,"Loss",236,"Promoter (<=1kb)",4.1260004446757,4.12851335812834,4.12348314654455
"chr9",31297240,31297640,401,"*","1700023A20Rik",0.231521436880193,0.996794395859232,0.386301037856745,"Gain",0,"Promoter (<=1kb)",7.855670146821,7.58698052582275,8.08208847832608
"chr11",109750964,109751364,401,"*","1700023C21Rik",0.276309452315177,0.996794395859232,0.416333773056745,"Gain",14260,"Distal Intergenic",5.76170037671618,5.46633305614167,6.00675198436962
"chr19",8734179,8734579,401,"*","1700023D09Rik",0.152765537930829,0.996794395859232,0.607692008709201,"Gain",0,"Promoter (<=1kb)",6.96603177127905,6.74287198922286,7.15925210202852
"chr13",63849642,63850042,401,"*","1700024I08Rik",0.247082897833222,0.996794395859232,0.378312379198134,"Gain",32070,"Intron (NR_126476/75522, intron 4 of 4)",7.47915958309189,7.20131835374538,7.71203603219076
"chr2",164916781,164917181,401,"*","1700025C18Rik",-0.0210252181931871,0.999511467435947,0.960911408609066,"Loss",15489,"Distal Intergenic",4.34102163000722,4.21477052781539,4.45710798373756
"chr1",151965900,151966300,401,"*","1700025G04Rik",0.0846280672687413,0.998167634057098,0.781126104528489,"Gain",0,"Promoter (<=1kb)",6.73102202037195,6.54644743342997,6.89463861127329
"chr7",121240442,121240842,401,"*","1700025J12Rik",0.433068840640126,0.993412211891505,0.233297709481281,"Gain",51316,"Distal Intergenic",5.32351705331863,4.93275711066572,5.63068006297692
"chr10",126166423,126166823,401,"*","1700025K04Rik",0.371063628198642,0.996794395859232,0.326401508526678,"Gain",-41021,"Distal Intergenic",5.08468551840569,4.73197007291524,5.36788577471217
"chr5",73443919,73444319,401,"*","1700025M24Rik",-0.0578127208319297,0.999511467435947,0.859228438780243,"Loss",-2392,"Promoter (2-3kb)",6.04772484904974,5.94129683746882,6.14683815612143
"chr6",39044120,39044520,401,"*","1700025N23Rik",-0.273661269049964,0.996794395859232,0.517589319094522,"Loss",0,"Promoter (<=1kb)",4.39573266714001,4.40160957437478,4.3898317220079
"chr2",132351153,132351553,401,"*","1700026D11Rik",-0.198525932830292,0.996794395859232,0.58695587748322,"Loss",18505,"Intron (NR_028286/70371, intron 1 of 3)",5.23462224722052,5.20213262337817,5.26639628720986
"chr16",49056223,49056623,401,"*","1700026J12Rik",-0.128542848655915,0.998167634057098,0.781512138138658,"Loss",19512,"Exon (NR_166907/73255, exon 3 of 10)",4.02432293767894,3.95580511285149,4.0897336578073
"chr6",124350500,124350900,401,"*","1700027F06Rik",-0.0532304358020319,0.999511467435947,0.882104695026394,"Loss",-9055,"Distal Intergenic",5.35261107982922,5.24375362464743,5.45382792532896
"chr5",64620948,64621348,401,"*","1700027F09Rik",-0.133632403218705,0.996794395859232,0.708530435977341,"Loss",3937,"Intron (NR_040681/69999, intron 1 of 2)",5.35689135192465,5.29072065385344,5.42015969562886
"chr10",43616139,43616539,401,"*","1700027J07Rik",-0.048727324387818,0.999511467435947,0.910567362633051,"Loss",-5615,"Distal Intergenic",4.28828776179725,4.17707836055918,4.39153476198905
"chr5",151291989,151292389,401,"*","1700028E10Rik",0.16094807923302,0.996794395859232,0.502289121037101,"Gain",0,"Promoter (<=1kb)",8.78077159225252,8.55299036595933,8.9774451055961
"chr10",82647654,82648054,401,"*","1700028I16Rik",0.243667397510936,0.996794395859232,0.444957833691821,"Gain",0,"Promoter (<=1kb)",6.27404066891515,5.99807615260529,6.50559844384355
"chr5",107669769,107670169,401,"*","1700028K03Rik",-0.0432818465275462,0.999511467435947,0.911398154939186,"Loss",-12417,"Distal Intergenic",4.86204167252591,4.74788389471644,4.96782496696328
"chr2",171282444,171282844,401,"*","1700028P15Rik",-1.09782825539046,0.993412211891505,0.23509713583457,"Loss",521875,"Distal Intergenic",2.08444916094058,2.45448308086149,1.58548933355171
"chr13",97144758,97145158,401,"*","1700029F12Rik",0.148004353579542,0.996794395859232,0.710564675731335,"Gain",25712,"Distal Intergenic",4.74781972087395,4.5270781554614,4.93922541600002
"chr8",13612081,13612481,401,"*","1700029H14Rik",-0.0199463739799649,0.999511467435947,0.950955179420152,"Loss",0,"Promoter (<=1kb)",6.07555311756627,5.948683782267,6.19216190324671
"chr16",93226256,93226656,401,"*","1700029J03Rik",0.731938700414909,0.942152167492447,0.0830993221201348,"Gain",29104,"Intron (NR_040494/72264, intron 1 of 2)",4.54557054372213,3.96087392440458,4.96047508392169
"chr1",164786778,164787178,401,"*","1700029M03Rik",-0.522877612316033,0.993412211891505,0.233542779151038,"Loss",-1278,"Promoter (1-2kb)",4.23266203940785,4.35815643540922,4.09520229773892
"chr4",135350402,135350802,401,"*","1700029M20Rik",0.768483267884375,0.979009093999811,0.124514186154413,"Gain",-3164,"Distal Intergenic",3.86608294994345,3.25497392744319,4.29401813187842
"chr13",44595343,44595743,401,"*","1700029N11Rik",-0.255588152533684,0.996794395859232,0.56577407819021,"Loss",2140,"Promoter (2-3kb)",4.17283833418655,4.16979801052763,4.17587226416405
"chr17",29128316,29128716,401,"*","1700030A11Rik",0.119814395489938,0.998167634057098,0.777135824390241,"Gain",4077,"Exon (NM_172450/207819, exon 2 of 12)",4.41346688750825,4.20875633911529,4.59270687529991
"chr12",20865573,20865973,401,"*","1700030C10Rik",-0.238234642369352,0.996794395859232,0.535769134701142,"Loss",0,"Promoter (<=1kb)",4.90645822748824,4.89428751093342,4.91852712900992
"chr2",152503082,152503482,401,"*","1700030C14Rik",-0.0602537768910011,0.999511467435947,0.863657342271843,"Loss",-6832,"Distal Intergenic",5.4901848953833,5.38508077692139,5.5881491203898
"chr6",117733113,117733513,401,"*","1700030F04Rik",0.114851381913277,0.996794395859232,0.725360066422116,"Gain",-4383,"Distal Intergenic",6.01911612978231,5.81746568999715,6.19600664451792
"chr8",117705473,117705873,401,"*","1700030J22Rik",0.248204394717815,0.994850297438289,0.317529019187916,"Gain",0,"Promoter (<=1kb)",8.48254894157954,8.204099595782,8.71585205827638
"chr3",136148345,136148745,401,"*","1700030L20Rik",-0.22159301456149,0.996794395859232,0.616898689416196,"Loss",6365,"Intron (NR_040592/70055, intron 3 of 4)",4.19982646096246,4.17950833189519,4.21986241006541
"chr8",122273812,122274212,401,"*","1700030M09Rik",0.403973828565691,0.996794395859232,0.334797295981499,"Gain",2685,"Promoter (2-3kb)",4.50802269183479,4.13462995669851,4.80437442083953
