"seqnames","start","end","gene","log2FoldChange_ATAC","FDR_ATAC","pvalue","peak_type","distanceToTSS","annotation"
"chr6",124616905,124617305,"C1s2",1.75456227289213,0.242924381792971,0.00247522295957268,"Gain",-3861,"Distal Intergenic"
"chr1",7828731,7829131,"Pcmtd1",1.75395313376102,0.0408333594947088,5.92573531432771e-05,"Gain",669587,"Distal Intergenic"
"chr11",120654005,120654405,"Hmga1b",1.75358625566574,0.243272417190711,0.00248768290369987,"Gain",385,"Promoter (<=1kb)"
"chrX",112207606,112208006,"Dach2",1.74789493494363,0.0269767055779703,3.04026230770344e-05,"Gain",0,"Promoter (<=1kb)"
"chr9",121070844,121071244,"Ulk4",1.74451201522961,0.0499982506346807,8.72268505067581e-05,"Gain",34994,"Intron (NM_177589/209012, intron 17 of 36)"
"chr19",25384091,25384491,"Dmrt1",1.73630446081539,0.211522820294457,0.00181238097482668,"Gain",-98579,"Intron (NM_001348180/107351, intron 4 of 12)"
"chr16",52122068,52122468,"Alcam",1.73546479044903,0.0662599872766515,0.000131088448714342,"Gain",150976,"Intron (NM_001331110/11658, intron 3 of 14)"
"chr5",43203208,43203608,"Cpeb2",1.73350154218436,0.303891927624113,0.00459559795791965,"Gain",-186988,"Distal Intergenic"
"chr12",100208505,100208905,"Gm10432",1.73297399945106,0.303891927624113,0.00460690501921839,"Gain",-33963,"Distal Intergenic"
"chr7",66604560,66604960,"Adamts17",1.73264843310615,0.0662599872766515,0.000134923600907536,"Gain",115077,"Intron (NM_001033877/233332, intron 7 of 22)"
"chr1",7833174,7833574,"Pcmtd1",1.73252057787514,0.0662599872766515,0.000134563900197481,"Gain",674030,"Distal Intergenic"
"chr10",43379154,43379554,"Bend3",1.72212483791082,0.195188696046504,0.00133794085658826,"Gain",9993,"Intron (NM_199028/331623, intron 3 of 3)"
"chr14",121507689,121508089,"B930095G15Rik",1.7185969823028,0.00986537594722208,4.92232673791956e-06,"Gain",21571,"Intron (NM_134082/223254, intron 17 of 26)"
"chr9",114622973,114623373,"Cmtm7",1.71698995613287,0.115943653221112,0.000449025101021463,"Gain",-11912,"Intron (NM_027294/70031, intron 2 of 3)"
"chr12",66607390,66607790,"Rpl10l",1.71697498349353,0.00593887279604841,2.38383753816745e-06,"Gain",-276215,"Intron (NM_001193266/320772, intron 9 of 16)"
"chr11",108810955,108811355,"Axin2",1.71638422976601,0.000142294466545077,6.59035106115466e-09,"Gain",0,"Promoter (<=1kb)"
"chr12",80739121,80739521,"Plekhd1",1.7161986629722,0.115943653221112,0.000451744157031619,"Gain",0,"Promoter (<=1kb)"
"chr8",92862099,92862499,"Crnde",1.71610113210564,0.0504507746231898,9.1128240203063e-05,"Gain",220249,"Distal Intergenic"
"chr3",36826029,36826429,"Trpc3",1.7112171347672,0.167384508752013,0.000994175396262526,"Gain",-81713,"Distal Intergenic"
"chr6",120597085,120597485,"Cecr2",1.71091710276305,0.167384508752013,0.000999198692206061,"Gain",-45790,"Distal Intergenic"
"chr3",102290097,102290497,"Ngf",1.70962129456387,0.167384508752013,0.00100522700318852,"Gain",-86738,"Distal Intergenic"
"chr15",90933871,90934271,"Kif21a",1.70467593877025,0.0409694340137174,6.36357796200355e-05,"Gain",0,"Promoter (<=1kb)"
"chr12",104395382,104395782,"Serpina3n",1.6970606612672,0.0905704809749523,0.000272659458889611,"Gain",22415,"Distal Intergenic"
"chr2",163027624,163028024,"Tox2",1.69190426265495,0.208492784520586,0.00172472746922671,"Gain",-17023,"Distal Intergenic"
"chr5",46908185,46908585,"Gm7931",1.68988485340809,0.135000432979501,0.000581485176170696,"Gain",403172,"Distal Intergenic"
"chr11",116675595,116675995,"St6galnac1",1.68770812907571,0.0525355110548958,9.65159757855404e-05,"Gain",-9262,"Distal Intergenic"
"chr8",115797006,115797406,"Wwox",1.68381078095494,0.0210753977114323,2.14742990853511e-05,"Gain",630614,"Intron (NM_019573/80707, intron 8 of 8)"
"chr7",95951798,95952198,"Mir6394",1.68004929803826,0.000230685483657422,2.49297308426522e-08,"Gain",-2676,"Promoter (2-3kb)"
"chr2",109960663,109961063,"Ccdc34os",1.68002550808786,0.190602942349742,0.00129767958712193,"Gain",-79839,"Distal Intergenic"
"chr16",37511275,37511675,"Ndufb4",1.67983229471074,0.0193873092278648,1.81517763269376e-05,"Gain",-36545,"Distal Intergenic"
"chr4",154940576,154940976,"Mmel1",1.67941422739967,0.0297491996760571,3.58235954971509e-05,"Gain",-13066,"Exon (NM_172878/242800, exon 3 of 9)"
"chr17",83376774,83377174,"Gm19689",1.6788170846294,0.299470617467276,0.00432169359390032,"Gain",8480,"Intron (NR_045094/100503434, intron 2 of 3)"
"chr16",93373591,93373991,"Setd4",1.64920414896917,0.206453641872336,0.00168126616644475,"Gain",26712,"Distal Intergenic"
"chr16",55882423,55882823,"Senp7",1.64725181840756,0.0130816315652823,9.0881128298037e-06,"Gain",4530,"Intron (NM_001360073/66315, intron 1 of 24)"
"chr1",187318797,187319197,"Esrrg",1.64412013923233,0.187873981020006,0.00125009549849666,"Gain",-22006,"Distal Intergenic"
"chr10",40559330,40559730,"Mettl24",1.64296378600964,0.18800497748003,0.0012567720883202,"Gain",52,"Promoter (<=1kb)"
"chr17",23570629,23571029,"Vmn2r115",1.6366292871918,0.164007480445603,0.000953621582896193,"Gain",7678,"Intron (NM_001104579/638102, intron 4 of 5)"
"chr17",62881551,62881951,"Efna5",1.63655935509543,0.164007480445603,0.000953962368901425,"Gain",306361,"Distal Intergenic"
"chr8",82533413,82533813,"Inpp4b",1.63427255552814,0.0794110716166965,0.000219448881023075,"Gain",464222,"Intron (NM_001024617/234515, intron 7 of 24)"
"chr3",93305721,93306121,"Rptn",1.63127106426261,0.291412564040241,0.00406402573443217,"Gain",4715,"3' UTR"
"chr10",56303889,56304289,"Gm36595",1.6311306663462,0.291412564040241,0.00406421577913036,"Gain",-3788,"Distal Intergenic"
"chr5",113312734,113313134,"2900026A02Rik",1.63071027856785,0.000230685483657422,1.93980242611041e-08,"Gain",-1555,"Promoter (1-2kb)"
"chr1",74390384,74390784,"Catip",1.62591563681379,0.261855124615146,0.00292239779706884,"Gain",-10510,"Exon (NM_001039509/56695, exon 9 of 10)"
"chr15",98538033,98538433,"Cacnb3",1.62510230162834,0.0103775984917249,6.56870871276623e-06,"Gain",5385,"Exon (NM_001044741/12297, exon 4 of 13)"
"chr2",45128896,45129296,"Zeb2",1.61685315503251,0.102414616450331,0.000341519084096576,"Gain",-121442,"Distal Intergenic"
"chr16",44317212,44317612,"Mir3081",1.61364938235072,0.0905704809749523,0.000272603191474836,"Gain",60880,"Intron (NM_172506/117606, intron 7 of 18)"
"chr4",67549169,67549569,"Gm12911",1.61145580570168,0.20641132340161,0.00163994375908655,"Gain",690629,"Distal Intergenic"
"chr10",70080821,70081221,"Slc16a9",1.60972090596979,0.079830740041664,0.000223993604097017,"Gain",0,"Promoter (<=1kb)"
"chr10",112625083,112625483,"Gm3942",1.6072880683315,0.186920812726542,0.00123509599294408,"Gain",-48174,"Distal Intergenic"
"chr17",67971231,67971631,"Lrrc30",1.60416605094358,0.0696660200002696,0.000155889495865294,"Gain",-31513,"Distal Intergenic"
"chr13",114086205,114086605,"Arl15",1.60084196414949,0.142633258489022,0.00071307530453897,"Gain",155161,"Intron (NM_172595/218639, intron 3 of 4)"
"chr17",68003985,68004385,"Lama1",1.6008242255395,0.028668185507435,3.36366767308651e-05,"Gain",0,"Promoter (<=1kb)"
"chr14",57615621,57616021,"Cryl1",1.59845372819398,0.357525049795399,0.00747890960303524,"Gain",19919,"Intron (NM_030004/68631, intron 2 of 7)"
"chr6",82029422,82029822,"Eva1a",1.59677323992753,0.0193873092278648,1.91556456384251e-05,"Gain",10813,"Intron (NM_145570/232146, intron 1 of 2)"
"chr3",9547688,9548088,"C030034L19Rik",1.59459803612523,0.314253601349739,0.00529520789411041,"Gain",79608,"Intron (NM_133218/170753, intron 2 of 8)"
"chr3",146557850,146558250,"Ttll7",1.58986507862889,0.28557636360373,0.00382084345005968,"Gain",0,"Promoter (<=1kb)"
"chr5",134144469,134144869,"Castor2",1.58972423397334,0.28557636360373,0.00382630451949545,"Gain",15882,"Intron (NM_030719/80909, intron 1 of 8)"
"chr7",111430130,111430530,"Galnt18",1.58834435687491,0.0915071825267019,0.000281130226986347,"Gain",-50946,"Distal Intergenic"
"chr8",34392771,34393171,"Rbpms",1.58702662121776,0.0323984675021943,4.05143401314993e-05,"Gain",26720,"Intron (NM_001042674/19663, intron 1 of 7)"
"chr16",92320981,92321381,"Clic6",1.5867769078632,0.28758420360369,0.00390259232049347,"Gain",25946,"Intron (NM_172469/209195, intron 1 of 5)"
"chr2",18889156,18889556,"Carlr",1.58330306461788,0.226787268283673,0.00207971774725201,"Gain",-82527,"Intron (NM_001355146/18718, intron 4 of 8)"
"chr15",43817976,43818376,"Tmem74",1.58222160173975,0.22724404800846,0.00209092309588789,"Gain",-84551,"Distal Intergenic"
"chr11",101979174,101979574,"Mpp2",1.58124831487736,0.0662599872766515,0.00013707410836248,"Gain",0,"Promoter (<=1kb)"
"chr7",112908618,112909018,"Btbd10",1.58097701846851,0.202332795725926,0.00155909044213576,"Gain",59528,"Intron (NM_001243048/11865, intron 15 of 16)"
"chr3",65932921,65933321,"Ccnl1",1.5786370264197,0.00250597762763942,8.32738806067523e-07,"Gain",-67251,"Distal Intergenic"
"chr5",124303442,124303842,"Gm57733",1.57574328819935,0.158586799998925,0.00090449052731607,"Gain",-9622,"Intron (NM_001289472/19679, intron 1 of 24)"
"chr15",25726888,25727288,"Myo10",1.57384229493847,0.0103775984917249,6.45908354139077e-06,"Gain",-26004,"Intron (NM_019472/17909, intron 9 of 40)"
"chr4",93369506,93369906,"Tusc1",1.56832331779593,0.114725656373313,0.000435274099466931,"Gain",-145758,"Distal Intergenic"
"chr16",63438339,63438739,"Epha3",1.55847242632991,0.382661352273394,0.00970641892023702,"Gain",245799,"Intron (NM_001362452/13837, intron 5 of 16)"
"chr9",21782176,21782576,"Dock6",1.55672723024458,0.344589330723032,0.00688391320523054,"Gain",-18245,"Distal Intergenic"
"chr5",65010008,65010408,"Klf3",1.55339702907844,0.3107251342394,0.00498259133595327,"Gain",49144,"Distal Intergenic"
"chr7",115894255,115894655,"Plekha7",1.55277291085092,0.252038547586667,0.00266147476687066,"Gain",12956,"Intron (NM_001305185/233765, intron 3 of 26)"
"chr9",114523141,114523541,"Dync1li1",1.55180203750344,0.221890981339559,0.00199500942265514,"Gain",5242,"Intron (NM_146229/235661, intron 2 of 12)"
"chr5",92387451,92387851,"Ppef2",1.55140084580039,0.252252409590842,0.00268328452421917,"Gain",16286,"Intron (NM_011148/19023, intron 10 of 16)"
"chr2",91591465,91591865,"Ambra1",1.54974071482119,0.201130258147125,0.00151881616308465,"Gain",30982,"Intron (NM_001080754/228361, intron 1 of 18)"
"chr1",69465571,69465971,"Ikzf2",1.54916131954737,0.140486972323374,0.000675809824447768,"Gain",259148,"Distal Intergenic"
"chr4",136620108,136620508,"C1qc",1.54749079503376,0.140486972323374,0.000684361555550428,"Gain",0,"Promoter (<=1kb)"
"chr18",47463302,47463702,"Sema6a",1.54742434375119,0.140486972323374,0.000684617751580932,"Gain",38233,"Intron (NM_018744/20358, intron 1 of 18)"
"chr14",15864356,15864756,"Gm33933",1.54695934503817,0.091952576727616,0.000285337757777053,"Gain",0,"Promoter (<=1kb)"
"chr2",33105734,33106134,"Angptl2",1.5468933980947,0.102696680056179,0.000347216057867402,"Gain",0,"Promoter (<=1kb)"
"chr6",91990021,91990421,"Fgd5",1.54673692928325,0.0781171947933108,0.000200195361343897,"Gain",34075,"Intron (NM_172731/232237, intron 2 of 20)"
"chr2",49956216,49956616,"Lypd6",1.54606424253057,0.0838568814798313,0.000239502316882836,"Gain",0,"Promoter (<=1kb)"
"chr8",45391028,45391428,"Fat1",1.54304580038633,0.0193873092278648,1.9099389739185e-05,"Gain",-11817,"Distal Intergenic"
"chr7",95945215,95945615,"Mir6394",1.5428505453396,0.0142467789741694,1.07773515567095e-05,"Gain",-9259,"Intron (NM_001310762/23966, intron 1 of 32)"
"chr13",70798264,70798664,"Ice1",1.5301644705399,0.0408333594947088,5.85010184960037e-05,"Gain",-12511,"Distal Intergenic"
"chr18",76796549,76796949,"Gm31933",1.52966051205023,0.084159241890042,0.000241665158729549,"Gain",-75984,"Distal Intergenic"
"chr8",22861958,22862358,"Slc25a15",1.52740864548665,0.0690380258623359,0.000149323975010248,"Gain",25935,"Distal Intergenic"
"chr11",106613758,106614158,"Pecam1",1.52610105451942,0.10349631634373,0.000354713036531759,"Gain",-7651,"Distal Intergenic"
"chr12",16773658,16774058,"Greb1",1.52601866855461,0.140486972323374,0.000661895384827051,"Gain",33182,"Intron (NM_001252071/268527, intron 5 of 32)"
"chr7",4974607,4975007,"Sbk3",1.52534755620972,0.127440480089907,0.000531215142252675,"Gain",-647,"Promoter (<=1kb)"
"chr9",108638717,108639117,"Ip6k2",1.52523487016866,0.114664310114812,0.000431933980733229,"Gain",-21894,"Distal Intergenic"
"chr2",49943908,49944308,"Lypd6",1.52511078939945,0.175762340568398,0.00110438250858891,"Gain",-12133,"Distal Intergenic"
"chr4",67941107,67941507,"Gm12911",1.52357548371248,0.140486972323374,0.000676565720182635,"Gain",298691,"Distal Intergenic"
"chr1",7894208,7894608,"Pcmtd1",1.52256974623178,0.00986537594722208,4.81035482766763e-06,"Gain",735064,"Distal Intergenic"
"chr8",81607072,81607472,"Gab1",1.52225427303879,0.218928693279591,0.00192653464614455,"Gain",0,"Promoter (<=1kb)"
"chr6",82021487,82021887,"Eva1a",1.52208798264615,0.140486972323374,0.000684787302063479,"Gain",2878,"Promoter (2-3kb)"
"chr14",16360793,16361193,"Gm3411",1.52188276962341,0.198327423612772,0.00147467970179812,"Gain",178270,"Distal Intergenic"
"chr11",93407807,93408207,"Utp18",1.52145650149128,0.246181702316094,0.00255630792903435,"Gain",368385,"Intron (NM_001361707/72605, intron 5 of 9)"
"chr9",37058530,37058930,"Pknox2",1.52119150279256,0.198515410697984,0.00148042425453301,"Gain",0,"Promoter (<=1kb)"
"chrX",104346125,104346525,"Mir384",1.52040919209877,0.276937789408297,0.00342362115667268,"Gain",41450,"Distal Intergenic"
"chr5",76991250,76991650,"Cracd",1.51758234890619,0.33606920062041,0.00643120575554489,"Gain",2804,"Promoter (2-3kb)"
"chr7",19483561,19483961,"Nectin2",1.51694901193601,0.000113427185512606,3.50224428050164e-09,"Gain",-63,"Promoter (<=1kb)"
"chr15",100677824,100678224,"Slc4a8",1.51509113759341,0.0408333594947088,5.91733593206993e-05,"Gain",-911,"Promoter (<=1kb)"
"chr1",34275459,34275859,"Gm26788",1.51216550783131,0.0690380258623359,0.000150108863112045,"Gain",-58214,"Intron (NM_001276764/13518, intron 60 of 102)"
"chr12",102696664,102697064,"Moap1",1.50882311610523,0.0173943939768537,1.53067659351076e-05,"Gain",12856,"Distal Intergenic"
"chr19",47347677,47348077,"Mir6995",1.50866684708019,0.0792082279256828,0.000216442652033931,"Gain",-85649,"Intron (NM_001164717/14218, intron 5 of 13)"
"chr4",12501073,12501473,"Cibar1",1.49979465949444,0.196156421694436,0.00139310448377695,"Gain",-329058,"Distal Intergenic"
"chr11",108811356,108811756,"Axin2",1.49824793784209,0.0499982506346807,8.79951920887023e-05,"Gain",181,"Promoter (<=1kb)"
"chr1",131306878,131307278,"Ikbke",1.49300598137326,0.24153421291581,0.00245732927272545,"Gain",-99577,"Intron (NM_001081011/14270, intron 4 of 22)"
"chr9",75422754,75423154,"Tmod3",1.4910669947435,0.27206786755649,0.00325650340812003,"Gain",43785,"Intron (NM_001357828/50875, intron 5 of 10)"
"chr6",51127536,51127936,"Mir148a",1.48784932114892,0.299470617467276,0.00438557847949935,"Gain",118954,"Distal Intergenic"
"chr7",46327844,46328244,"Tph1",1.48676916841313,0.299519073224333,0.00442036594331807,"Gain",-5883,"Distal Intergenic"
"chr10",94061194,94061594,"Ndufa12",1.48557419091268,0.32457332471236,0.00595478555207532,"Gain",26297,"Distal Intergenic"
"chr10",38499476,38499876,"Rfpl4b",1.48455234837479,0.140486972323374,0.000649379043990954,"Gain",197899,"Distal Intergenic"
"chr9",114690491,114690891,"Cmtm8",1.48438191342554,0.00998962695935533,5.5370678243756e-06,"Gain",-17271,"Distal Intergenic"
"chr7",4535310,4535710,"Dnaaf3",1.4836256045368,0.0280066355919585,3.199572411469e-05,"Gain",0,"Promoter (<=1kb)"
"chrX",160500049,160500449,"Rai2",1.48010419239079,0.368630718444503,0.00830911906427397,"Gain",17,"Promoter (<=1kb)"
"chr16",18505723,18506123,"Septin5",1.47957748974743,0.0755331481854036,0.000185410358500003,"Gain",-57035,"Distal Intergenic"
"chr15",81461182,81461582,"Ep300",1.47486763564541,0.196046170650693,0.00136212777146285,"Gain",-8833,"Distal Intergenic"
"chrX",158797627,158798027,"Map3k15",1.47104344836705,0.115115215528519,0.000442518428174905,"Gain",26427,"Intron (NM_001163085/270672, intron 3 of 28)"
"chr5",33691687,33692087,"Fam53a",1.46975931874079,0.0690380258623359,0.000149824248282119,"Gain",92768,"Distal Intergenic"
"chr7",138622588,138622988,"Dpysl4",1.4685772335369,0.115943653221112,0.000451110620583704,"Gain",-42929,"Exon (NM_028708/74004, exon 7 of 24)"
"chr8",77815780,77816180,"Nr3c2",1.46841354847561,0.237584220111225,0.00234033864899762,"Gain",186822,"Intron (NM_001083906/110784, intron 3 of 8)"
"chr17",31524341,31524741,"Slc37a1",1.46649750410077,0.12879839499496,0.000540852246868019,"Gain",9143,"Intron (NM_153062/224674, intron 2 of 19)"
"chr19",55274452,55274852,"Zdhhc6",1.46498907380853,0.140486972323374,0.000652891494141034,"Gain",29616,"Intron (NM_027976/433256, intron 12 of 21)"
"chr2",13174751,13175151,"Rsu1",1.46137891479253,0.150866834792898,0.000809975482865491,"Gain",101075,"Exon (NM_009105/20163, exon 8 of 9)"
"chr13",45433933,45434333,"Mylip",1.45963217735436,0.104535292219076,0.00036789875408784,"Gain",-108885,"Distal Intergenic"
"chr12",3920846,3921246,"Dnmt3aos",1.45884437298623,0.0150100909159889,1.1818239366342e-05,"Gain",-8602,"Intron (NM_007872/13435, intron 4 of 22)"
"chr15",8645374,8645774,"Slc1a3",1.45715960095731,0.0186862018776001,1.70205006758639e-05,"Gain",94517,"Distal Intergenic"
"chr4",54853093,54853493,"Zfp462",1.45588888963802,0.115115215528519,0.000441909619613701,"Gain",-94452,"Distal Intergenic"
"chr14",100522268,100522668,"Klf12",1.45489016072792,0.00126953774841744,2.74392942814156e-07,"Gain",-135036,"Distal Intergenic"
"chr14",65927168,65927568,"Scara5",1.45412046884404,0.319912995899065,0.00562683334920728,"Gain",23316,"Exon (NM_001168318/71145, exon 3 of 8)"
"chr10",97225318,97225718,"Mir3966",1.45397287198402,0.319912995899065,0.00563022642297036,"Gain",-33622,"Distal Intergenic"
"chr11",116673461,116673861,"St6galnac1",1.45308976080335,0.0749203567409263,0.000182749503891474,"Gain",-7128,"Distal Intergenic"
"chr16",63692673,63693073,"Epha3",1.45043441160705,0.361058198658659,0.00762539932326312,"Gain",-8135,"Distal Intergenic"
"chr5",119808537,119808937,"Tbx3",1.45000213737114,0.207383717064532,0.00170458566278117,"Gain",0,"Promoter (<=1kb)"
"chr5",134995185,134995585,"Cldn4",1.4489821591269,0.0013626026604378,3.15543889624957e-07,"Gain",-19397,"Distal Intergenic"
"chr6",138302123,138302523,"Lmo3",1.44853873624098,0.362255477924809,0.00769542621460058,"Gain",95989,"Distal Intergenic"
"chr19",35892806,35893206,"A830019P07Rik",1.44795179953497,0.362431785782426,0.0077233831563834,"Gain",8772,"Intron (NR_152130/329056, intron 2 of 4)"
"chr12",109033755,109034155,"Begain",1.44764319745558,0.233330781634137,0.00220788892826156,"Gain",0,"Promoter (<=1kb)"
"chr16",87561616,87562016,"Bach1",1.44739303909281,0.140486972323374,0.000655597795487062,"Gain",65774,"Distal Intergenic"
