gene_id	a161	a165	a170	a173
Kcnh4	20	24	21	32
Nfkbiz	2595	2423	2930	3398
Parpbp	44	41	20	42
Rmi1	452	479	461	538
1810055G02Rik	76	84	148	137
Ccl7	4	0	0	10
Hacd2	1066	1110	1267	1383
Shq1	148	154	238	264
Pcsk7	270	308	325	342
Ccl2	65	56	92	144
Brsk1	29	38	8	22
Dennd1a	318	328	330	385
Cfap53	94	56	63	59
Klf16	40	53	77	133
Oser1	2199	2450	2809	3371
Emsy	439	477	408	527
Tmem98	2	0	1	1
Ptprh	11	1	1	2
Abca17	22	34	26	34
Rabgap1	619	572	562	767
Haus8	3828	6388	4597	7024
Myo1d	5	2	0	3
Thyn1	1006	1084	1158	1481
Ccr3	29	31	206	97
Foxa1	4	7	13	15
Fignl1	278	359	339	352
Prdm8	23	24	43	42
Tnni3	53	38	60	55
Stab2	11	11	28	17
Rcbtb1	586	661	524	641
Slc25a21	6	5	20	20
Galm	175	237	386	411
Tab3	108	61	93	127
Mbd3	1173	1426	1793	2098
Tgfbi	3206	3478	4444	5600
Tstd2	325	327	344	377
Cdcp1	270	275	177	241
Reep6	19	5	16	25
Cox18	519	510	474	628
Slc12a8	15	13	9	13
Fbxl21	4	25	15	19
Ntng2	49	36	57	61
Tdrd7	504	519	616	813
Gnptg	955	1057	868	1044
Vmn1r172	3	1	1	4
Prdm4	145	199	186	218
Eif1	42596	42757	49956	62641
Ccdc180	227	175	125	183
Leng8	770	743	898	914
Capn5	5	5	12	13
Igfbpl1	2	1	6	8
Mpv17l2	282	302	339	428
Wdr20rt	9	9	1	13
Aldh1b1	315	354	795	857
Pcdh17	11	13	13	18
Ankrd11	3621	3611	3951	4476
Dcaf10	222	255	275	319
Utp6	744	884	749	874
Iqcg	0	9	0	1
Tsen34	1025	905	1282	1518
Chrna5	16	0	7	7
Fam174c	415	440	358	521
Mboat7	775	917	1655	1866
Prpf39	1288	1493	1169	1458
Trmt10b	216	196	233	263
Ky	9	2	0	0
Togaram1	419	446	370	546
Ric8b	271	246	285	297
Midn	114	110	152	198
Rsf1	1027	916	930	1076
Olfr1509	4	13	3	0
Rubcn	256	309	277	290
Cnot3	680	795	796	877
Grhpr	170	206	227	250
Cbarp	100	72	147	307
Aamdc	505	418	562	604
Zcchc7	1760	1695	1233	1391
Lrfn5	8	13	11	24
Gtf3c4	107	131	100	104
Zswim4	205	212	425	471
Sbno2	2102	2279	2541	2915
Ndufa3	3729	3535	4179	4675
Tnfsf9	918	1443	952	981
Melk	280	376	338	346
Thrsp	13	7	12	10
Isg15	2617	2381	2662	3091
Caps2	16	17	9	16
Rnf38	412	446	455	522
Arhgap45	4919	5161	5281	6107
Slc51a	4	8	3	12
Alg8	808	983	969	1320
Dok3	110	82	235	229
Usp35	164	144	294	283
Abca7	551	450	594	634
Prkx	578	605	625	835
Supt16	2000	2084	1976	2296
Grin3b	9	5	5	6
Wdr18	963	1085	1552	1849
Selenoo	400	387	442	551
Bbs10	30	34	17	60
Tmem161b	427	357	393	470
Fbxo45	327	369	422	475
Dym	1641	1581	1947	2123
Xylb	15	19	28	17
Dync1li2	488	558	558	623
Mrps2	484	487	461	564
Kiss1r	5	4	4	5
Krt20	0	4	2	12
Cd99l2	9	12	29	49
Ggta1	1185	1188	1641	2010
R3hdm4	2608	2749	3137	3769
Acta2	3	3	7	27
Cep19	91	136	238	309
Zdhhc17	345	319	327	367
Twist1	8	10	2	6
Plekhs1	17	17	12	9
Tk2	939	855	1038	1111
Pim3	1343	1713	4009	4447
Ppp1r26	3	4	12	2
Polr3g	153	220	135	186
Plppr3	27	25	38	70
Lysmd3	509	529	603	778
Ddx11	103	86	89	122
Alg12	206	190	176	210
Ids	1055	1148	1134	1415
Krt222	20	19	22	38
Ythdc1	2682	2518	2416	3275
Cdhr3	561	538	444	378
Tmprss11b	4	3	3	5
Palm	215	193	384	421
Syt1	7	2	0	5
Zfp983	305	229	276	267
Pawr	0	4	4	0
AI182371	56	41	38	49
Zhx3	150	150	112	180
Hykk	36	53	22	31
Cox8a	8949	8487	8229	10472
Rnf126	327	373	478	573
Cerk	585	667	985	1138
Rnase1	179	79	21	7
Uba6	742	642	705	960
Gramd4	260	252	413	458
Dennd5a	983	988	1279	1628
Dcdc2a	2	8	1	4
Cd276	17	14	17	11
Bbs9	2416	2815	3427	3065
H2-Q4	355	253	218	283
Olfr750	12	6	4	3
Cog5	595	596	580	748
Pknox2	13	5	8	7
Aldh5a1	16	22	20	13
Ibtk	444	391	359	470
Ttc38	243	265	206	271
Acss3	39	41	29	51
Fbxw2	1824	1861	2181	2700
Pip4p1	2856	2978	3127	3397
Dock4	871	759	780	931
Tdp2	597	588	664	745
Apex1	1520	1796	1876	2544
Ints6l	517	595	857	961
Rusc2	7	2	11	14
Fnip1	489	373	373	459
Fam214b	123	122	252	245
Ripor2	773	804	399	474
Mettl25	118	114	173	182
Tmtc2	68	67	52	88
Fam122b	146	110	127	158
Parp2	1423	1455	1849	2055
Tmem63b	225	204	249	301
Prtg	0	2	5	1
Zfp57	5	1	3	5
Adamtsl2	3	5	3	3
5031439G07Rik	3704	4169	5309	5533
Dnajb5	126	143	172	171
Fmnl2	242	155	188	206
Sugp2	231	248	226	191
Ptpn23	107	125	85	120
Smug1	156	134	124	103
Phf24	18	16	23	28
Slc2a6	519	466	443	581
Galt	549	647	667	698
Sigmar1	493	544	624	764
Zranb3	70	90	84	89
Slain2	563	646	808	854
Hyal3	11	22	21	10
Arl5a	1402	1279	1865	2169
Dgkb	4	4	2	2
Slf2	688	663	753	917
Myrf	14	19	16	27
Vezt	204	166	179	157
Colec12	32	50	36	35
Rab3gap1	580	640	683	620
Prr5	207	224	89	107
Mbnl3	350	361	202	208
Lmo1	10	12	54	53
Metap2	1913	1988	2851	3403
Rpp25l	512	428	382	512
Rfxank	544	526	621	760
Acaa1a	2110	2263	2740	3296
Hoxc9	137	137	114	151
Tm6sf2	7	1	0	8
Mgat5	195	176	199	275
Prickle1	1	0	3	16
Surf6	243	274	287	300
Pphln1	894	926	946	1147
Ccdc38	43	37	29	30
Cd200r3	75	46	24	22
Gatad2a	840	1000	1104	1233
H1f2	1264	1049	1353	1532
Sapcd1	4	0	4	4
Dipk1b	13	12	12	6
Ankmy2	579	604	701	713
Rorb	7	10	16	14
Slc26a8	15	6	17	17
Gxylt1	699	708	676	752
Ndufa13	4160	4765	5345	6565
Rif1	951	918	906	1105
Sh3bp4	173	141	325	290
Nepro	141	136	100	126
H1f6	0	4	0	6
Polr1has	120	86	124	91
Leap2	3	1	3	1
Ska1	164	184	155	208
Kctd1	24	19	34	22
Ube2r2	1395	1270	1851	2245
Armh4	13	20	12	12
Gmip	1395	1497	1588	1827
Rbm43	612	714	512	665
Igfbp7	90	10	10	218
Pnpla8	1121	1138	1777	2089
Edc4	306	342	381	404
Lrrk2	2414	2327	2058	2451
9530068E07Rik	1886	2197	2731	3192
Macrod1	43	42	90	102
Snapc4	98	110	121	172
Naa30	310	333	320	464
Noa1	365	398	609	617
Ap5m1	637	700	764	981
Gramd1c	61	87	105	143
Lrrn3	0	0	4	0
Slc2a13	3	3	3	0
BC031181	3825	4035	4918	6062
Zdhhc23	159	145	131	186
Lzts1	92	69	64	99
Skp1	6234	6564	7590	9028
Polr1h	2292	2107	2215	2654
H2-Ea	35	20	23	40
Srp72	1920	2074	1879	2351
Qsox2	82	50	52	86
Slc18a1	75	51	60	47
Kidins220	485	515	466	493
Tmem260	517	455	411	633
Ubac1	768	889	913	1017
P2ry12	83	73	173	195
P2ry13	283	139	424	644
Rmdn2	63	43	39	63
Serbp1	4788	5066	4973	6693
Tmem258	2999	2891	2986	3833
Abt1	673	732	992	1208
Cracd	29	36	27	29
P2ry14	242	119	190	231
F630111L10Rik	242	119	190	231
Gadd45a	160	143	288	364
Sec24a	322	308	330	365
Glb1l2	25	13	10	17
Ppp1r11	6789	6503	6581	7792
Gng12	134	104	291	419
Cep135	246	235	197	271
9530077C05Rik	17	16	17	24
Arsi	7	4	8	29
Gpi1	3374	3854	3892	4980
Tbcc	450	422	525	531
Siah2	567	687	1020	1291
Exoc1	494	414	542	536
Npy1r	9	11	12	17
Calm2	19200	20388	25673	30803
Thap11	258	268	289	297
Hif1an	299	316	330	419
Arhgap26	490	408	300	340
Wtip	13	7	13	17
Elf1	4530	4262	4030	4660
Megf11	24	28	23	29
Marchf1	3122	3353	3603	3986
Tbc1d24	98	108	80	112
Btg1	47596	50291	37107	44025
Rnf39	4	1	3	2
Eea1	659	567	656	953
Akp3	2	0	0	6
Fam13b	602	703	730	854
Tmem255a	13	11	5	15
Rnf13	4151	4425	4174	4978
Phpt1	970	994	1359	1634
Cdh8	3	1	3	2
Commd2	1106	1057	1082	1379
Greb1	2	4	0	3
Card11	1408	1413	873	966
Ppfibp2	842	783	773	918
Sbf1	1387	1313	985	1292
Cdc42ep3	3174	2974	3358	3599
Slc38a7	75	58	59	118
Rnf113a1	57	58	44	73
Adamts2	58	73	65	96
Cnot1	790	844	677	887
Ermard	423	480	533	525
Sh3tc1	201	233	256	281
Iqce	167	169	210	272
Ppp6r2	190	177	179	166
Ndrg4	0	2	4	4
Ttyh3	716	678	998	1064
Bicral	218	174	194	233
Upf3b	885	856	850	988
Spg20	155	151	173	222
Fgf1	6	6	6	3
Grifin	9	11	8	5
Fut7	167	228	182	217
Arhgap21	69	63	64	58
H2-Aa	619200	597554	663479	781494
Chst12	473	578	823	1016
Alx1	9	6	8	6
Plxnb2	616	729	1003	1109
Eepd1	311	372	402	366
Eipr1	726	913	915	1136
Rfxap	712	736	793	974
Etl4	5	4	8	12
Mgat4b	166	183	340	317
Atp13a2	462	517	450	502
Alg5	1068	1203	1489	1775
Mag	16	15	16	19
Clcn7	266	318	379	407
Nudt1	312	305	436	465
Ccdc148	15	11	23	38
Tbc1d9b	470	463	556	648
Man1b1	334	358	495	624
Olfr6	5	13	6	8
Olfr11	2	2	5	0
Dennd3	831	896	891	929
Tcaf1	1	5	2	10
Cenpt	119	143	232	245
Tmtc3	64	67	52	120
Aaas	642	824	872	937
Cc2d1a	164	182	220	245
Tmem184a	8	4	7	4
Nop14	614	566	622	672
Ago2	871	780	720	902
Cab39	1415	1593	1724	1838
Cyld	2392	2654	2547	3072
Micall2	4	3	8	6
Zscan12	86	115	94	89
Rbm42	2231	2388	3276	4058
Oxsr1	309	278	271	340
Psma8	135	97	102	170
Olfr701	3	2	1	1
Cuedc2	2494	2524	3404	3926
Cox6b1	10107	9696	10162	13036
Tubb4b	1657	1830	2244	2635
Kcnk9	13	10	8	3
Dnajc12	205	152	279	325
Dner	0	1	0	3
Kif15	325	382	296	367
Wdr44	683	869	617	615
Decr2	458	502	478	482
Anln	159	133	123	166
Tent4b	359	343	394	489
Rps27l	5844	6000	6902	8519
Klhl13	0	8	8	8
Slitrk2	20	17	10	20
Mbd5	236	225	218	230
Fam135b	10	19	7	15
Cnep1r1	520	396	480	648
Slc6a20a	49	31	59	108
Dpp10	186	276	323	362
Sun1	196	216	231	267
Jmjd4	126	143	72	97
Amdhd2	1074	998	1432	1735
Topors	556	667	751	885
Ssx2ip	43	68	85	135
Igflr1	60	64	13	63
Lpar3	317	299	158	170
Pnpla7	773	748	1029	1143
Psenen	3096	2938	2949	3777
Siah1a	364	398	492	432
Lin37	1003	1018	1181	1489
Mrpl41	1155	1254	1436	1700
Mcoln3	2	0	3	4
Hspb6	115	115	158	155
Gjd4	11	12	3	4
Wnt4	13	14	21	9
Ptcra	11	12	6	9
Mrpl55	960	989	1227	1340
Proser3	75	77	109	81
Smad6	3	5	17	13
2410004B18Rik	645	793	905	1062
Dna2	1000	1000	814	931
Phkb	598	697	708	776
Acaa2	863	1005	1420	1686
Arhgap33	16	25	24	15
Arhgef26	9	6	16	17
C1qa	1524	876	1760	1989
Gtdc1	99	111	63	92
Prodh2	34	23	9	22
Ehmt1	785	763	842	891
Rap2b	598	569	476	555
C1qc	1746	1063	2634	2632
Zfp157	280	263	244	315
Neto2	28	25	10	34
Fzd8	7	2	2	0
C1qb	2876	1623	3940	4053
Unc93b1	14774	16450	17208	18900
Piwil4	70	85	121	126
Trim67	20	17	20	14
Zfp280c	82	82	73	92
Ttc7	1095	1092	1456	1579
Stox1	53	29	18	16
Stag3	42	47	91	89
Nfkbid	4105	5638	5960	6371
Aifm1	662	773	845	954
4921524J17Rik	629	551	650	717
Try5	244	148	19	4
Kdm1a	545	626	753	762
Elac1	365	401	318	372
Rab8b	2997	2979	2522	3260
Tmem71	149	185	188	251
Trappc14	251	297	220	328
Aadacl2fm1	1	1	1	9
Kifbp	700	711	859	936
Bcorl1	5	4	9	17
Wnt8b	10	2	1	0
Trim17	10	22	23	32
Spryd3	452	492	592	611
Cnpy4	359	364	410	565
Tmem177	114	126	152	115
Anapc10	1173	1122	1154	1373
Taf6	621	737	821	984
Tfb1m	209	248	191	235
Zdhhc9	437	570	734	1004
Pml	121	114	118	181
Trim3	110	137	212	301
Otud4	620	443	356	425
Nxt1	1081	1181	1042	1144
Asap3	12	7	30	26
Zfp39	154	146	144	109
Tns2	8	12	11	4
Xpnpep2	10	6	14	7
Zfp113	187	202	191	180
Apln	9	7	8	2
Hk1	608	681	864	1037
Ss18	1252	1385	1623	1765
Zscan21	251	290	351	343
Wdr62	37	31	63	69
Mmaa	229	210	177	189
Zfp146	219	302	276	365
Tspan15	26	41	43	57
Apbb1	3	9	3	12
Smpd1	178	267	260	254
Azgp1	5	6	6	9
Paip2	5269	5305	6604	7953
Cavin3	8	1	3	9
Sh3glb1	7852	7543	8226	10243
Rbmxl1	2474	3018	3141	3746
Scd1	73	79	123	174
Selenof	9890	10108	10504	13333
Rnf139	765	839	894	1068
Trmt12	287	269	133	260
Slc35b2	1186	1217	1572	1849
Lrg1	37	1	19	19
Rab11fip3	100	128	94	122
Dcaf15	162	140	205	209
Socs5	191	200	146	203
Zcwpw1	123	128	118	142
Ralgapa2	153	137	113	145
Setd7	329	274	425	502
Sik2	654	743	646	736
Fam91a1	350	385	393	498
Psd	124	98	122	147
Tmprss13	7	12	5	11
Prmt9	237	262	319	279
Aff3	42	19	9	26
Myom3	7	4	7	8
Cfap61	68	45	52	44
Arhgap10	8	14	12	10
Ddx1	652	652	753	854
Lrrc20	108	97	140	131
Ndufc1	2309	2197	2230	2787
Ppp1r14a	4241	4549	4066	4162
Dennd11	108	95	173	217
Elf2	1005	966	1025	1313
Krt80	933	1107	1643	1918
Grhl3	5	8	19	2
Cyb561d2	635	678	956	1112
Rbm17	1564	1767	1940	2464
Prf1	4	5	3	3
Atg101	1393	1748	2232	2668
Fam193a	379	227	280	337
Spry1	7	22	31	45
Thap1	160	156	188	183
Lipt1	43	31	31	47
Mospd3	808	746	1222	1573
Zfyve28	126	147	146	145
Fgf2	23	25	26	24
Hook3	851	945	968	1300
Mxd4	940	830	914	1136
Matr3	2797	3039	2702	3419
Spred3	56	36	56	76
Clic4	4714	5302	5870	6475
Zfp692	209	275	239	245
Pomk	160	159	208	211
Mex3c	583	766	711	826
Aagab	717	816	848	994
Dzank1	39	40	28	36
Hgsnat	435	517	794	949
Kin	536	525	546	694
Rsrp1	20710	22332	24989	24333
4932438A13Rik	1291	1253	1129	1436
Gemin5	119	162	146	131
Tmem97	283	296	400	473
Galnt6	157	137	182	156
Stag1	937	887	892	1007
Tbcel	181	188	173	225
Ldlrap1	100	85	143	181
Lsm1	1405	1426	1653	1950
Ttc13	348	422	472	510
Man1c1	59	83	96	139
Tacc3	751	929	925	985
Jade3	64	48	54	62
Bag4	346	359	412	494
Traf3ip3	962	1220	951	1209
Tap1	3162	3052	3219	3517
Bbs7	53	37	32	36
Capn15	233	169	180	222
Larp1	1243	1542	1639	1970
Mfsd2b	16	7	15	36
Map4k1	1574	1809	2051	2438
Fam53a	624	700	849	915
Slc9a7	460	551	382	482
Taf2	384	526	472	674
Slc12a9	639	681	681	796
Chst7	109	102	190	156
Paqr7	95	88	105	136
Nudt22	249	302	361	484
Actr1b	1800	1997	1959	2420
Letmd1	280	305	344	380
Uvssa	218	189	185	249
Sf3b6	6291	6827	7021	8294
Letm2	351	421	394	390
Srrt	774	795	872	1075
Pafah2	21	12	9	17
Kdm6a	625	610	464	594
Enpp1	34	42	78	74
Ctbp1	1451	1780	2206	2617
Hhat	81	82	44	70
Trmt6	713	706	757	756
Rims2	18	24	20	21
Muc3	7	6	20	38
Rcor3	137	127	166	176
Atp11b	979	986	1302	1428
Icam1	5213	5988	5875	6429
Htra4	1	3	0	0
Cnnm4	127	121	105	156
Tbc1d2b	150	149	249	340
Serpine1	4	3	3	2
Ranbp10	400	355	264	335
Dmxl1	574	456	382	557
Best1	285	182	300	404
Endod1	228	252	299	304
Depdc5	245	284	279	276
Vgf	4	1	5	2
Fer1l5	8	10	26	15
Slc30a1	104	132	195	233
Adam32	3	1	8	0
Cep85	397	750	877	877
Tulp1	63	44	56	65
Arid5a	715	716	1609	2142
Slc18b1	11	5	6	4
Azin1	1933	2146	2028	2397
Ints7	388	430	384	424
Klf10	616	504	1168	1257
Tedc1	68	82	90	54
Uggt1	2607	2163	1994	2396
Dtl	486	637	499	640
Thoc2	2588	2600	2542	3012
Erv3	6	1	1	2
Asxl2	967	924	861	964
Ubr5	514	538	575	682
Zmat4	8	3	8	12
Cib2	133	139	175	224
Nenf	464	449	484	490
Fam168b	1793	1556	1805	2133
Arhgef4	52	84	113	129
Pank2	961	915	1030	1104
Ppfia1	424	416	510	550
Mavs	337	402	496	569
Bcdin3d	80	91	51	69
Atg14	298	278	310	374
Mrpl47	386	319	411	498
Rapgef6	1761	1768	1486	1670
Fbxo34	277	285	342	477
Shank2	4	2	0	0
Aldh8a1	27	18	14	23
Dlgap5	338	411	258	300
H2-DMb2	35699	37413	44686	54339
Plekhg2	182	177	440	555
Zdhhc18	503	500	814	883
Rps16	8036	7937	7748	10000
Vash2	4	14	20	13
Mcrs1	998	1021	1337	1656
Wdhd1	227	319	261	316
Tob1	643	811	848	1039
Ephx3	8	1	6	4
Kcnh3	3	2	4	7
Gch1	1668	2046	2958	3627
Rskr	46	47	39	30
Clba1	4	8	4	8
Nme1	3268	3248	3417	4337
Adgrl3	1276	1362	745	837
Osbpl5	26	13	62	68
Bclaf1	2768	2722	2914	3346
Tnfrsf23	134	136	158	178
Spag1	7	15	31	19
Atoh8	5	0	6	2
Wdtc1	33	33	77	78
Rgs22	1	2	5	2
Cdkn3	145	191	167	215
Slc25a43	55	53	64	89
Zbtb42	38	20	26	46
Zfp60	365	346	279	319
Prkci	121	165	193	276
Vps13b	536	401	314	501
H2-DMa	23690	24364	28191	36191
Phc3	441	414	332	431
Slc20a2	163	194	166	174
Gpr160	66	60	49	95
Cdkn1c	19	6	22	30
Ldah	1079	1204	1095	1157
Rfx7	951	855	840	1037
Inf2	535	524	813	957
Esyt3	20	28	15	20
Armc3	50	45	13	19
Atp8a1	864	829	930	1067
Ahdc1	8	11	12	21
Ddhd1	1911	1645	1856	2229
Lzts3	18	9	25	18
Cd81	3735	3807	3938	5400
Fam13a	0	6	9	9
Cisd1	1332	1421	1071	1347
Fermt2	13	18	4	13
Tmem33	1682	1822	1691	2459
Gnpnat1	1226	1388	1332	1704
Ckap2	153	193	152	211
Mynn	603	613	593	773
Themis2	7909	8431	7355	7889
Limch1	7	4	6	3
Actrt3	12	17	19	8
Mrps26	1003	1089	1035	1235
Eef1a1	69918	69569	54689	73962
Phyhipl	3	5	2	0
D630013N20Rik	3	5	2	0
Fam222b	253	237	296	338
Xkr8	36	36	20	48
Ppp1r16b	153	215	100	135
Ptger2	8	12	5	6
Actr5	381	407	369	553
Slc16a9	6	3	20	9
Mrpl23	368	368	393	516
Pced1a	161	187	181	221
Dzip1l	17	17	28	20
Coa8	867	911	956	1163
Vopp1	1407	1364	1918	2387
Phf12	527	474	478	540
N4bp2	277	294	280	313
Adh4	6	3	1	0
Iqch	18	16	8	2
Rpl10a	6196	6004	5009	7085
Fam76b	746	785	758	879
Ctnna1	1415	1213	1391	1885
Fbxw17	180	197	179	226
Abhd18	127	118	119	120
Tgm2	7561	8735	7271	8036
Smim14	6088	6153	6758	7268
Tspan14	1388	1691	2107	2436
Ppm1k	345	339	308	361
Sh2d4b	1	0	3	4
Fdxacb1	285	260	355	396
Rtkn2	5	17	19	22
Nmrk1	1017	909	783	786
Ifi206	25	22	19	18
Iars	589	640	671	816
Cpe	53	67	145	222
Zfp365	66	70	130	107
Nufip2	1208	1649	1376	1650
Aim2	1304	1227	879	968
Egr2	881	2053	873	1093
Ackr1	35	52	75	80
Jmjd1c	1639	1376	1624	1931
Stk35	176	178	135	197
Dusp8	53	95	101	101
Wdr19	27	23	14	34
H2az1	51463	55324	71012	89424
Rcor1	769	709	907	1023
Sirpa	7414	8592	12799	15169
Ankrd9	55	50	110	111
Bri3bp	2590	3027	3724	4224
Ankrd13b	1	5	9	7
Tmem156	648	671	725	808
Ndufv1	1298	1340	1599	2006
Ddx60	508	483	341	363
Bank1	462	626	229	239
Ssh2	2311	2343	2439	3033
Bicd2	432	351	447	560
Smarce1	2506	2766	3271	3800
Scarb1	935	1016	2172	2475
Chchd5	375	340	358	399
Inpp4b	198	268	288	354
Crp	20	19	30	21
Ccr7	27047	28385	35162	35616
Fgd3	584	720	626	710
Ano10	235	244	336	409
Wdr20	995	1068	1302	1491
Nsrp1	1320	1303	1276	1642
Card19	1339	1224	1695	2281
Zc3h7a	2240	2126	2329	2524
Ninj1	967	1003	1966	2219
1110032A03Rik	583	479	469	551
Snn	209	164	158	183
6430571L13Rik	3	1	2	1
Ccdc92	11	6	17	32
Neurod6	4	1	4	4
Sh3rf3	0	0	2	8
Rmi2	170	167	146	174
Rara	180	168	268	416
Dhx38	401	384	477	590
Slc9b2	41	40	41	24
Igsf9	32	25	23	30
Parp11	374	360	251	359
Arap2	2957	2740	1817	2112
Acd	693	886	1411	1499
Cramp1	193	164	196	211
Hpf1	1523	1674	1735	2124
Acer2	37	40	44	30
Dnajc22	315	213	239	240
Ccdc138	215	155	184	240
Wipf2	220	181	163	265
Fam120a	777	722	768	1076
Rapgefl1	19	11	18	13
Mindy4	4	8	1	8
Atp6v0a2	666	773	937	1118
Dennd4c	104	86	136	112
Phf2	228	202	270	275
Kcnj9	30	28	28	41
Tigar	109	120	113	137
Igsf8	812	906	1367	1753
Socs1	195	160	272	339
Gcc2	431	390	423	471
Ptpdc1	24	31	11	23
Sult6b1	3	1	5	2
Mrm3	127	123	121	149
Haus6	185	244	174	222
Cntnap5c	1	7	2	0
Dexi	714	745	1159	1210
Kmt2c	1397	1338	1418	1774
Dbil5	9	9	2	1
Nod1	1274	1415	1468	1573
Smim3	2068	2109	4144	4945
Dlec1	29	15	16	20
Mturn	8	8	14	8
Rnf144b	101	109	56	57
Cdkn2aip	367	429	398	439
Cntln	351	436	343	405
Galnt11	762	846	956	1074
Tmem237	66	95	96	138
Kdm1b	380	379	492	551
Opa1	406	441	428	543
Cnbd2	3741	7109	5841	8356
Sbno1	2345	2188	2242	2837
Trappc11	458	448	454	508
AW551984	2	0	5	1
Phf20	622	637	735	741
Cdon	292	262	198	224
Fam210a	239	286	254	296
Tbc1d32	173	144	122	150
Mphosph9	161	110	91	134
Ccdc50	1607	1550	1536	2031
Crygn	15	14	1	9
Tmem181a	431	453	432	547
Stox2	11	26	31	19
Snrk	417	430	429	532
Notch3	11	24	33	56
Cd84	193	165	134	168
Ormdl3	394	433	478	450
Prdm1	200	176	304	335
Gstp2	14	10	25	31
Spon1	135	165	528	564
Atg5	1584	1492	1690	2184
Plekhg6	10	12	21	23
P3h2	16	12	12	30
Pde4dip	1392	1501	1457	1882
Ttc39b	372	415	210	341
Enpp6	6	15	1	8
Fam126b	337	301	299	335
Mylip	415	380	560	606
Slc43a2	1403	1371	1699	1787
Slamf7	11028	9939	8326	9442
Spag4	33	42	41	60
Chpf2	261	266	280	340
Btbd10	575	681	690	731
Scarf1	28	9	37	36
Cer1	16	7	7	10
Rilp	4	4	6	6
Kcna7	9	11	17	10
Prkab2	149	139	201	316
Fbxo8	536	519	716	815
Pgap3	47	59	67	63
Itln1	271	311	182	191
Itlnb	271	311	182	191
Mfsd14b	1377	1607	2049	2457
Tapbpl	1190	1413	1004	1152
Bend3	61	52	62	56
Cep44	421	406	384	484
Tlcd2	272	304	238	327
Primpol	539	570	634	614
Hoxa9	10	3	0	4
Gask1a	15	26	10	11
F11r	269	282	323	347
Hoxa7	361	295	29	53
Hrc	5	2	4	13
Pdss2	187	208	139	184
Cep250	283	244	291	344
Aox4	14	18	4	8
Mical2	98	140	40	56
Usp38	388	420	479	537
Ncapd2	334	375	273	394
Hoxa5	52	44	21	65
Neurod2	1	0	4	9
Bcl9	364	393	325	343
Glra3	9	4	5	8
Trpm4	31	57	68	59
Sema7a	285	309	479	667
Slc22a23	45	37	43	41
Ovca2	485	470	512	610
Iffo1	210	231	265	300
Fau	17388	16168	14519	18845
Nop2	469	644	636	806
Ostm1	817	836	1160	1433
Bphl	384	373	630	573
Smg6	633	598	551	636
Snx25	61	87	98	115
Kash5	14	14	29	41
Atg9b	1	1	5	10
Galnt18	1	0	1	4
Wdr36	453	519	460	585
Snx10	3278	3652	3289	3835
Afg1l	82	114	105	148
Cd160	8	4	16	14
Spats2l	5	2	0	7
Edem2	1616	1816	2414	2806
1700066M21Rik	121	88	130	143
Trpc4ap	2090	2397	2904	3251
Satb2	13	1	13	10
Sesn1	778	853	841	861
Tsr1	479	497	411	567
Mlxip	1651	1503	1846	1909
Txlng	258	255	280	330
Zfp384	679	719	785	902
Tcte2	32	31	5	8
Plcl1	68	41	92	146
Sgsm2	50	52	90	97
Arl5c	3287	3218	4067	5166
Ankrd35	106	93	109	123
Camp	217	131	177	520
Fbxo25	246	283	263	257
Lasp1	2977	3669	3919	4589
Focad	74	68	48	68
Ncoa6	344	334	290	370
Pcp4l1	16	10	11	15
Sbf2	325	320	322	373
Gmds	165	216	171	130
Rbm8a	3898	4142	4655	5492
Trp53inp2	470	389	661	722
Ttk	87	85	80	86
Pigu	1047	1166	1236	1484
Setd1b	200	183	121	215
Rras	933	950	1310	1602
Pals2	1715	1739	1726	1987
Gpr162	27	71	72	119
Txnip	3100	2723	1314	1882
Upf3a	663	731	723	953
Pmepa1	24	21	52	36
Foxf2	5	9	7	5
Scaf1	218	286	342	330
Higd1a	2555	2678	2950	3511
Foxq1	2	0	9	11
Cdc16	656	788	869	1030
Fig4	509	538	739	806
Egr1	7620	10195	8312	9075
Fcrla	20	20	28	26
Hdhd3	14	31	23	36
Poli	242	268	335	346
Usp5	700	794	1082	1175
Mllt6	368	255	238	295
Cdc40	954	1001	937	1009
Spsb2	227	235	452	491
Srcin1	3	8	1	2
Dennd2a	66	67	40	61
Abhd17c	784	825	1022	1401
Uqcrfs1	3615	3562	4396	5476
Olfml2b	0	1	8	15
Chmp4b	501	357	399	594
Nos1ap	32	35	56	70
Cdk19	415	475	474	532
Tfdp1	944	1119	1046	1204
Socs7	90	61	100	110
Sv2a	2	7	12	20
Polr2l	2494	2702	2480	3256
Otud7b	55	35	72	68
Tmco3	270	294	329	399
Prr3	226	232	376	445
Ptov1	323	469	968	1256
Mesd	802	883	975	1067
Dcun1d2	230	278	269	338
Parp12	402	434	514	521
Gdf15	13	26	97	85
Rpf2	1540	1598	1615	2095
Grtp1	27	39	53	56
Tbkbp1	392	329	238	309
Jarid2	679	750	877	1162
Tbc1d17	959	1175	1287	1580
Fchsd1	76	120	134	166
Armc10	486	476	491	571
C1rl	7	7	32	35
Mfsd4b5	29	10	15	33
Rgs4	4	2	0	1
Cbfa2t2	199	255	286	267
Osbpl7	209	175	181	191
Zfp280d	434	484	402	541
Mc3r	3	5	1	6
Ubn2	807	742	789	971
Atf5	13	13	9	18
